date,high_temp,low_temp,rain,pressure,wind_speed,humidity,cloudcover,avg_temp
2020-07-18,33.9,27.7,0.1,1005.7083333333334,13.908333333333333,76.5,85.08333333333333,30.799999999999997
2020-07-19,33.2,27.6,1.8,1005.9458333333333,12.808333333333332,76.20833333333333,86.70833333333333,30.400000000000002
2020-07-20,33.3,26.8,0.0,1007.8625000000001,9.15,76.875,95.04166666666667,30.049999999999997
2020-07-21,33.2,27.4,1.9,1008.3625000000001,6.8374999999999995,76.45833333333333,31.708333333333332,30.3
2020-07-22,33.3,27.3,1.1,1007.1083333333332,8.408333333333333,77.95833333333333,26.25,30.299999999999997
2020-07-23,35.4,27.5,0.5,1006.8041666666667,7.591666666666666,75.58333333333333,22.5,31.45
2020-07-24,35.3,28.0,0.5,1005.9333333333334,11.387500000000001,74.83333333333333,64.29166666666667,31.65
2020-07-25,36.2,28.2,0.0,1004.8249999999999,12.166666666666666,72.83333333333333,89.33333333333333,32.2
2020-07-26,34.5,27.9,0.5,1004.2833333333333,13.5375,74.70833333333333,61.958333333333336,31.2
2020-07-27,33.5,27.5,1.8,1004.5875,11.916666666666666,78.625,61.291666666666664,30.5
2020-07-28,33.4,27.2,2.6,1005.5958333333333,8.866666666666667,79.0,45.541666666666664,30.299999999999997
2020-07-29,35.4,26.2,4.1,1005.3958333333334,8.950000000000001,77.54166666666667,78.33333333333333,30.799999999999997
2020-07-30,32.9,26.8,2.8,1004.1041666666666,13.783333333333333,76.41666666666667,65.58333333333333,29.85
2020-07-31,27.9,25.6,26.0,1002.3708333333334,23.358333333333334,92.04166666666667,99.54166666666667,26.75
2020-08-01,27.6,25.4,36.0,1002.4791666666666,20.400000000000002,93.33333333333333,99.58333333333333,26.5
2020-08-02,27.4,25.2,32.8,1002.1875,12.762500000000001,94.45833333333333,98.0,26.299999999999997
2020-08-03,27.7,25.1,14.1,1001.3791666666666,7.158333333333334,93.04166666666667,98.0,26.4
2020-08-04,28.3,25.1,25.4,1002.7666666666668,8.316666666666666,91.08333333333333,94.20833333333333,26.700000000000003
2020-08-05,28.5,25.5,43.0,1007.2208333333333,11.008333333333333,94.125,98.125,27.0
2020-08-06,30.7,25.7,9.1,1007.5749999999999,9.0,91.125,83.58333333333333,28.2
2020-08-07,31.7,26.4,0.5,1005.375,8.895833333333334,85.58333333333333,76.25,29.049999999999997
2020-08-08,32.3,26.1,0.8,1002.9958333333334,6.958333333333333,83.375,64.58333333333333,29.2
2020-08-09,33.5,27.0,0.2,1001.9541666666668,6.704166666666667,81.54166666666667,71.91666666666667,30.25
2020-08-10,32.2,26.9,0.8,1002.4291666666667,8.429166666666667,83.20833333333333,84.25,29.55
2020-08-11,32.0,25.8,3.1,1005.5583333333334,12.195833333333333,85.16666666666667,90.875,28.9
2020-08-12,28.6,25.3,15.1,1009.0666666666666,10.395833333333334,91.625,96.45833333333333,26.950000000000003
2020-08-13,29.3,25.6,5.3,1008.7208333333333,8.674999999999999,91.0,49.208333333333336,27.450000000000003
2020-08-14,31.2,25.9,4.1,1007.2291666666666,5.9750000000000005,88.20833333333333,37.916666666666664,28.549999999999997
2020-08-15,30.5,26.0,4.0,1006.7208333333333,6.408333333333334,86.54166666666667,75.66666666666667,28.25
2020-08-16,30.8,25.3,2.2,1006.7208333333333,8.195833333333333,86.0,77.25,28.05
2020-08-17,30.0,25.1,2.0,1006.5708333333333,7.379166666666666,90.54166666666667,77.29166666666667,27.55
2020-08-18,30.7,25.0,85.3,1002.8249999999999,19.725,88.45833333333333,98.0,27.85
2020-08-19,26.9,25.3,24.8,1005.4916666666667,13.054166666666667,93.41666666666667,94.0,26.1
2020-08-20,30.1,25.8,2.5,1007.1875,7.916666666666667,89.58333333333333,92.33333333333333,27.950000000000003
2020-08-21,30.9,25.2,5.1,1007.0083333333333,4.408333333333333,86.66666666666667,66.83333333333333,28.049999999999997
2020-08-22,32.0,26.4,5.2,1006.0166666666668,4.716666666666667,86.04166666666667,42.916666666666664,29.2
2020-08-23,32.2,26.8,5.3,1004.4583333333334,5.3500000000000005,82.79166666666667,61.583333333333336,29.5
2020-08-24,32.1,27.1,0.2,1002.9083333333333,12.095833333333333,82.79166666666667,32.166666666666664,29.6
2020-08-25,31.8,27.1,2.4,1001.6916666666666,12.020833333333334,85.33333333333333,43.708333333333336,29.450000000000003
2020-08-26,30.1,25.7,17.2,999.5791666666668,10.108333333333333,90.83333333333333,93.66666666666667,27.9
2020-08-27,28.9,25.0,8.1,999.1333333333333,5.066666666666666,91.20833333333333,72.58333333333333,26.95
2020-08-28,32.3,25.8,0.5,1001.5208333333334,5.479166666666667,85.125,46.708333333333336,29.049999999999997
2020-08-29,32.7,26.2,1.2,1002.7291666666666,4.8875,83.83333333333333,20.791666666666668,29.450000000000003
2020-08-30,31.9,25.9,2.4,1004.0375,5.470833333333334,83.375,63.833333333333336,28.9
2020-08-31,31.9,25.8,7.9,1004.4166666666666,6.104166666666667,86.375,68.375,28.85
2020-09-01,32.6,26.3,7.0,1004.025,5.945833333333333,88.125,75.20833333333333,29.450000000000003
2020-09-02,32.8,27.0,3.2,1005.1,5.558333333333334,85.04166666666667,66.70833333333333,29.9
2020-09-03,32.8,26.9,13.2,1006.9541666666668,4.629166666666666,87.70833333333333,34.833333333333336,29.849999999999998
2020-09-04,30.6,25.7,6.3,1006.7541666666666,5.870833333333334,89.54166666666667,79.875,28.15
2020-09-05,30.2,25.7,7.8,1004.9375,6.691666666666666,88.79166666666667,52.625,27.95
2020-09-06,30.0,25.8,5.6,1004.3125,5.2250000000000005,88.45833333333333,83.16666666666667,27.9
2020-09-07,27.2,25.2,43.1,1006.6041666666666,7.533333333333332,95.375,99.375,26.2
2020-09-08,28.1,25.1,11.6,1009.1875,5.3125,92.625,89.70833333333333,26.6
2020-09-09,28.8,25.5,8.6,1007.0541666666667,5.041666666666667,92.45833333333333,81.33333333333333,27.15
2020-09-10,27.5,25.1,19.4,1005.2875,6.2625,93.08333333333333,89.875,26.3
