date,high_temp,low_temp,rain,pressure,wind_speed,humidity,cloudcover,avg_temp
2020-07-18,26.4,19.8,6.2,963.1,11.475,84.0,86.125,23.1
2020-07-19,30.8,18.3,0.0,962.8791666666666,7.575,63.916666666666664,12.625,24.55
2020-07-20,33.0,21.8,0.0,962.2416666666667,12.658333333333333,54.583333333333336,86.54166666666667,27.4
2020-07-21,26.8,21.0,3.1,961.75,9.5625,80.33333333333333,87.875,23.9
2020-07-22,27.4,21.7,0.8,962.0083333333333,11.0375,75.375,92.08333333333333,24.549999999999997
2020-07-23,27.6,21.0,14.1,964.2458333333334,11.725,87.41666666666667,96.125,24.3
2020-07-24,26.5,20.8,6.4,965.7416666666667,10.275,87.33333333333333,89.95833333333333,23.65
2020-07-25,23.2,19.8,20.0,964.7208333333333,7.179166666666667,92.875,92.41666666666667,21.5
2020-07-26,31.2,20.3,0.0,960.5708333333333,4.633333333333334,77.5,5.708333333333333,25.75
2020-07-27,31.9,22.1,0.0,960.9458333333333,6.875,78.16666666666667,20.25,27.0
2020-07-28,29.5,22.7,0.0,963.0041666666666,7.4375,83.0,52.916666666666664,26.1
2020-07-29,32.1,24.3,0.0,964.1666666666666,10.725,72.45833333333333,62.625,28.200000000000003
2020-07-30,32.0,22.7,1.7,964.4958333333334,5.558333333333334,78.625,42.625,27.35
2020-07-31,32.1,24.4,0.2,963.1916666666666,5.5874999999999995,76.08333333333333,51.541666666666664,28.25
2020-08-01,29.8,23.4,15.1,962.4583333333334,4.125,86.83333333333333,84.83333333333333,26.6
2020-08-02,32.1,24.0,0.6,960.2375000000001,4.245833333333334,78.04166666666667,44.25,28.05
2020-08-03,32.5,25.3,0.1,959.1291666666666,6.895833333333333,80.04166666666667,76.58333333333333,28.9
2020-08-04,33.4,25.7,0.2,958.2458333333334,11.020833333333334,76.75,83.04166666666667,29.549999999999997
2020-08-05,34.7,25.6,3.1,959.0666666666666,9.966666666666667,80.41666666666667,86.20833333333333,30.150000000000002
2020-08-06,31.4,24.2,32.1,959.5041666666666,12.483333333333334,89.0,98.41666666666667,27.799999999999997
2020-08-07,27.7,22.3,25.1,960.2833333333333,3.983333333333333,93.45833333333333,58.583333333333336,25.0
2020-08-08,31.4,22.2,0.3,958.4875000000001,3.408333333333333,79.79166666666667,25.0,26.799999999999997
2020-08-09,32.7,23.2,0.0,956.4666666666667,5.958333333333333,76.625,2.6666666666666665,27.950000000000003
2020-08-10,32.9,25.1,0.0,956.9666666666667,10.541666666666666,67.33333333333333,67.66666666666667,29.0
2020-08-11,32.2,26.5,0.0,959.6666666666666,11.191666666666668,65.66666666666667,92.125,29.35
2020-08-12,31.5,19.7,8.2,962.2708333333334,14.895833333333334,78.04166666666667,96.375,25.6
2020-08-13,29.8,20.8,0.0,961.8125,6.395833333333333,74.33333333333333,32.583333333333336,25.3
2020-08-14,27.7,20.2,4.6,960.5791666666668,10.225,83.83333333333333,91.29166666666667,23.95
2020-08-15,25.7,20.7,2.2,961.8833333333333,6.141666666666667,87.70833333333333,97.20833333333333,23.2
2020-08-16,25.2,20.5,2.2,963.8166666666666,5.5249999999999995,90.95833333333333,97.66666666666667,22.85
2020-08-17,28.4,19.7,8.4,966.5458333333332,12.745833333333332,79.625,86.54166666666667,24.049999999999997
2020-08-18,25.0,17.9,18.1,968.4291666666667,10.0375,78.25,97.5,21.45
2020-08-19,23.1,17.9,4.6,968.4875000000001,6.083333333333333,87.66666666666667,98.04166666666667,20.5
2020-08-20,26.2,18.8,0.1,968.5708333333333,14.491666666666667,83.08333333333333,46.916666666666664,22.5
2020-08-21,28.4,19.0,0.0,967.1416666666668,17.229166666666668,74.66666666666667,16.791666666666668,23.7
2020-08-22,28.9,20.9,0.0,964.0333333333333,12.995833333333332,78.91666666666667,24.125,24.9
2020-08-23,30.5,20.0,22.7,961.5833333333334,15.841666666666667,80.20833333333333,88.66666666666667,25.25
2020-08-24,29.5,19.0,0.0,962.9125,8.658333333333333,69.83333333333333,40.083333333333336,24.25
2020-08-25,31.4,19.2,0.0,962.6291666666666,6.1000000000000005,70.79166666666667,1.6666666666666667,25.299999999999997
2020-08-26,30.0,19.2,0.0,960.8583333333332,4.625,78.04166666666667,2.5833333333333335,24.6
2020-08-27,29.8,20.5,0.0,958.6041666666666,7.054166666666667,77.83333333333333,32.666666666666664,25.15
2020-08-28,31.6,22.8,0.0,961.1374999999999,10.075000000000001,68.875,13.208333333333334,27.200000000000003
2020-08-29,34.6,21.4,0.0,963.4875000000001,13.941666666666665,57.25,41.083333333333336,28.0
2020-08-30,27.8,18.8,1.1,971.1999999999999,16.845833333333335,63.583333333333336,70.70833333333333,23.3
2020-08-31,27.8,17.1,0.1,971.15,6.25,66.75,24.25,22.450000000000003
2020-09-01,25.5,17.8,0.0,970.3791666666666,6.870833333333334,70.41666666666667,53.333333333333336,21.65
2020-09-02,28.8,17.5,0.0,969.9499999999999,5.370833333333334,53.708333333333336,2.75,23.15
2020-09-03,29.7,16.6,0.0,968.4875000000001,6.266666666666667,51.666666666666664,16.75,23.15
2020-09-04,31.0,18.7,0.0,965.3874999999999,7.658333333333334,51.416666666666664,31.208333333333332,24.85
2020-09-05,29.2,19.2,0.0,966.2916666666666,8.483333333333333,63.125,79.41666666666667,24.2
2020-09-06,31.9,19.5,0.0,965.7708333333334,5.3500000000000005,58.75,6.291666666666667,25.7
2020-09-07,32.4,19.4,0.0,966.1708333333332,5.816666666666666,60.75,14.833333333333334,25.9
2020-09-08,32.3,21.5,0.0,968.0458333333332,8.745833333333334,50.333333333333336,74.58333333333333,26.9
2020-09-09,24.7,19.3,12.2,968.2624999999999,5.9125000000000005,87.16666666666667,96.08333333333333,22.0
2020-09-10,27.6,16.5,0.0,967.1791666666667,5.5249999999999995,71.54166666666667,17.25,22.05
2020-09-11,29.0,17.3,0.0,969.7416666666667,9.133333333333335,66.41666666666667,29.208333333333332,23.15
2020-09-12,28.7,19.4,0.0,972.225,10.216666666666667,59.791666666666664,59.166666666666664,24.049999999999997
2020-09-13,28.0,19.7,0.0,971.5916666666667,8.674999999999999,65.875,84.0,23.85
2020-09-14,26.5,18.8,0.0,968.2083333333334,6.729166666666667,74.95833333333333,66.29166666666667,22.65
2020-09-15,28.0,16.8,0.3,967.6166666666667,7.308333333333334,65.625,48.833333333333336,22.4
2020-09-16,25.1,16.9,0.0,971.2624999999999,5.425,60.416666666666664,93.41666666666667,21.0
2020-09-17,25.9,13.0,0.0,973.0166666666668,5.9125000000000005,52.416666666666664,17.375,19.45
2020-09-18,28.1,15.6,0.0,971.3291666666668,8.670833333333333,50.875,17.958333333333332,21.85
2020-09-19,28.7,18.6,0.2,970.1166666666667,12.862499999999999,49.375,79.83333333333333,23.65
2020-09-20,19.0,15.4,7.3,971.2125,13.491666666666667,88.5,99.75,17.2
2020-09-21,16.2,14.7,18.8,974.0041666666667,3.858333333333333,93.625,97.875,15.45
2020-09-22,19.9,12.7,1.1,974.9791666666666,4.195833333333334,88.75,66.66666666666667,16.299999999999997
2020-09-23,23.8,13.2,0.0,972.7624999999999,3.829166666666667,75.54166666666667,8.833333333333334,18.5
2020-09-24,23.6,14.8,0.0,970.525,5.516666666666667,80.33333333333333,81.66666666666667,19.200000000000003
2020-09-25,23.5,15.1,0.0,970.4875000000001,6.7124999999999995,80.33333333333333,81.66666666666667,19.3
2020-09-26,25.6,17.7,0.0,970.3874999999999,10.966666666666667,64.20833333333333,66.16666666666667,21.65
2020-09-27,24.8,19.2,0.4,969.1583333333333,12.066666666666668,60.041666666666664,74.5,22.0
2020-09-28,21.7,16.8,2.9,969.3458333333333,8.520833333333334,88.33333333333333,95.83333333333333,19.25
2020-09-29,25.2,17.6,0.5,968.85,8.012500000000001,75.0,44.583333333333336,21.4
2020-09-30,26.2,18.5,1.9,967.7624999999999,9.4125,76.54166666666667,91.0,22.35
2020-10-01,19.6,14.1,17.7,971.2666666666668,6.033333333333334,80.625,98.625,16.85
2020-10-02,14.7,12.5,9.4,975.4541666666668,4.970833333333333,84.875,99.16666666666667,13.6
2020-10-03,15.8,12.8,0.7,976.4333333333334,6.8500000000000005,79.41666666666667,97.5,14.3
2020-10-04,16.9,10.8,0.0,980.3249999999999,7.6375,55.958333333333336,82.58333333333333,13.85
2020-10-05,16.4,10.2,6.3,980.125,4.816666666666666,71.75,82.33333333333333,13.299999999999999
2020-10-06,12.9,7.5,1.1,980.0166666666668,3.845833333333333,86.125,72.54166666666667,10.2
2020-10-07,19.4,10.3,0.0,977.5958333333333,9.758333333333335,72.125,46.666666666666664,14.85
2020-10-08,16.2,11.6,2.2,980.125,7.1125,85.16666666666667,88.70833333333333,13.899999999999999
2020-10-09,16.8,12.6,0.8,977.7541666666666,4.858333333333333,85.79166666666667,77.66666666666667,14.7
2020-10-10,19.2,13.0,0.8,974.0916666666667,6.358333333333333,84.54166666666667,71.125,16.1
2020-10-11,17.2,13.5,2.3,976.3375,8.108333333333333,85.04166666666667,98.125,15.35
2020-10-12,17.4,11.3,3.7,977.7624999999999,5.4624999999999995,75.70833333333333,98.41666666666667,14.35
2020-10-13,13.7,10.8,11.7,980.6833333333334,5.083333333333333,88.95833333333333,100.0,12.25
2020-10-14,12.9,10.0,2.7,984.0458333333332,5.179166666666666,84.375,96.375,11.45
2020-10-15,11.8,10.0,8.5,983.5916666666667,8.4125,89.41666666666667,99.16666666666667,10.9
2020-10-16,17.9,6.7,0.0,983.0333333333333,6.3999999999999995,62.541666666666664,56.5,12.299999999999999
2020-10-17,18.4,7.4,0.0,979.5625,6.675,71.25,10.5,12.899999999999999
